Chr	Start	End	Value
SU1206_chr04	822000	823000	2
SU1206_chr04	823000	824000	2
SU1206_chr04	824000	825000	1
SU1206_chr04	825000	826000	1
SU1206_chr04	826000	827000	2
SU1206_chr04	827000	828000	1
SU1206_chr04	828000	829000	1
SU1206_chr04	829000	830000	1
SU1206_chr04	830000	831000	1
SU1206_chr04	831000	832000	1
SU1206_chr04	832000	833000	1
SU1206_chr04	833000	834000	0
SU1206_chr04	834000	835000	0
SU1206_chr04	835000	836000	0
SU1206_chr04	836000	837000	1
SU1206_chr04	837000	838000	1
SU1206_chr04	838000	839000	2
SU1206_chr04	839000	840000	1
SU1206_chr04	840000	841000	1
SU1206_chr04	841000	842000	1
SU1206_chr04	842000	843000	2
SU1206_chr04	843000	844000	1
SU1206_chr04	844000	845000	1
SU1206_chr04	845000	846000	1
SU1206_chr04	846000	847000	2
SU1206_chr04	847000	848000	1
SU1206_chr04	848000	849000	2
SU1206_chr04	849000	850000	2
SU1206_chr04	850000	851000	1
SU1206_chr04	851000	852000	1
SU1206_chr04	852000	853000	1
SU1206_chr04	853000	854000	2
SU1206_chr04	854000	855000	1
SU1206_chr04	855000	856000	1
SU1206_chr04	856000	857000	1
SU1206_chr04	857000	858000	2
SU1206_chr04	858000	859000	1
SU1206_chr04	859000	860000	2
SU1206_chr04	860000	861000	1
SU1206_chr04	861000	862000	2
SU1206_chr04	862000	863000	1
SU1206_chr04	863000	864000	1
SU1206_chr04	864000	865000	2
SU1206_chr04	865000	866000	1
SU1206_chr04	866000	867000	2
SU1206_chr04	867000	868000	2
SU1206_chr04	868000	869000	1
SU1206_chr04	869000	870000	1
SU1206_chr04	870000	871000	2
SU1206_chr04	871000	872000	1
SU1206_chr04	872000	873000	0
SU1206_chr04	873000	874000	1
SU1206_chr04	874000	875000	1
SU1206_chr04	875000	876000	2
SU1206_chr04	876000	877000	1
SU1206_chr04	877000	878000	1
SU1206_chr04	878000	879000	1
SU1206_chr04	879000	880000	1
SU1206_chr04	880000	881000	1
SU1206_chr04	881000	882000	2
SU1206_chr04	882000	883000	2
SU1206_chr04	883000	884000	1
SU1206_chr04	884000	885000	1
SU1206_chr04	885000	886000	2
SU1206_chr04	886000	887000	1
SU1206_chr04	887000	888000	1
SU1206_chr04	888000	889000	1
SU1206_chr04	889000	890000	1
SU1206_chr04	890000	891000	1
SU1206_chr04	891000	892000	1
SU1206_chr04	892000	893000	1
SU1206_chr04	893000	894000	1
SU1206_chr04	894000	895000	1
SU1206_chr04	895000	896000	1
SU1206_chr04	896000	897000	2
SU1206_chr04	897000	898000	1
SU1206_chr04	898000	899000	1
SU1206_chr04	899000	900000	1
SU1206_chr04	900000	901000	1
SU1206_chr04	901000	902000	1
SU1206_chr04	902000	903000	2
SU1206_chr04	903000	904000	2
SU1206_chr04	904000	905000	1
SU1206_chr04	905000	906000	2
SU1206_chr04	906000	907000	1
SU1206_chr04	907000	908000	2
SU1206_chr04	908000	909000	1
SU1206_chr04	909000	910000	1
SU1206_chr04	910000	911000	1
SU1206_chr04	911000	912000	1
SU1206_chr04	912000	913000	1
SU1206_chr04	913000	914000	1
SU1206_chr04	914000	915000	1
SU1206_chr04	915000	916000	3
SU1206_chr04	916000	917000	1
SU1206_chr04	917000	918000	1
SU1206_chr04	918000	919000	3
SU1206_chr04	919000	920000	1
SU1206_chr04	920000	921000	1
SU1206_chr04	921000	922000	3
SU1206_chr04	922000	923000	1
SU1206_chr04	923000	924000	1
SU1206_chr04	924000	925000	2
SU1206_chr04	925000	926000	1
SU1206_chr04	926000	927000	2
SU1206_chr04	927000	928000	3
SU1206_chr04	928000	929000	1
SU1206_chr04	929000	930000	2
SU1206_chr04	930000	931000	1
SU1206_chr04	931000	932000	2
SU1206_chr04	932000	933000	2
SU1206_chr04	933000	934000	2
SU1206_chr04	934000	935000	2
SU1206_chr04	935000	936000	1
SU1206_chr04	936000	937000	1
SU1206_chr04	937000	938000	2
SU1206_chr04	938000	939000	1
SU1206_chr04	939000	940000	2
SU1206_chr04	940000	941000	1
SU1206_chr04	941000	942000	1
SU1206_chr04	942000	943000	2
SU1206_chr04	943000	944000	1
SU1206_chr04	944000	945000	1
SU1206_chr04	945000	946000	1
SU1206_chr04	946000	947000	1
SU1206_chr04	947000	948000	1
SU1206_chr04	948000	949000	1
SU1206_chr04	949000	950000	1
SU1206_chr04	950000	951000	1
SU1206_chr04	951000	952000	2
SU1206_chr04	952000	953000	2
SU1206_chr04	953000	954000	1
SU1206_chr04	954000	955000	2
SU1206_chr04	955000	956000	1
SU1206_chr04	956000	957000	2
SU1206_chr04	957000	958000	1
SU1206_chr04	958000	959000	1
SU1206_chr04	959000	960000	2
SU1206_chr04	960000	961000	2
SU1206_chr04	961000	962000	1
SU1206_chr04	962000	963000	1
SU1206_chr04	963000	964000	1
SU1206_chr04	964000	965000	1
SU1206_chr04	965000	966000	2
SU1206_chr04	966000	967000	1
SU1206_chr04	967000	968000	1
SU1206_chr04	968000	969000	1
SU1206_chr04	969000	970000	2
SU1206_chr04	970000	971000	1
SU1206_chr04	971000	972000	1
SU1206_chr04	972000	973000	1
SU1206_chr04	973000	974000	2
SU1206_chr04	974000	975000	1
SU1206_chr04	975000	976000	1
SU1206_chr04	976000	977000	1
SU1206_chr04	977000	978000	1
SU1206_chr04	978000	979000	1
SU1206_chr04	979000	980000	1
SU1206_chr04	980000	981000	1
SU1206_chr04	981000	982000	1
SU1206_chr04	982000	983000	1
SU1206_chr04	983000	984000	1
SU1206_chr04	984000	985000	1
SU1206_chr04	985000	986000	1
SU1206_chr04	986000	987000	1
SU1206_chr04	987000	988000	0
SU1206_chr04	988000	989000	1
SU1206_chr04	989000	990000	1
SU1206_chr04	990000	991000	1
SU1206_chr04	991000	992000	1
SU1206_chr04	992000	993000	1
SU1206_chr04	993000	994000	0
SU1206_chr04	994000	995000	0
SU1206_chr04	995000	996000	1
SU1206_chr04	996000	997000	1
SU1206_chr04	997000	998000	1
SU1206_chr04	998000	999000	0
SU1206_chr04	999000	1000000	0
SU1206_chr04	1000000	1001000	0
SU1206_chr04	1001000	1002000	1
SU1206_chr04	1002000	1003000	1
SU1206_chr04	1003000	1004000	1
SU1206_chr04	1004000	1005000	1
SU1206_chr04	1005000	1006000	0
SU1206_chr04	1006000	1007000	0
SU1206_chr04	1007000	1008000	0
SU1206_chr04	1008000	1009000	0
SU1206_chr04	1009000	1010000	0
SU1206_chr04	1010000	1011000	0
SU1206_chr04	1011000	1011153	0
SU1206_chr05	0	1000	0
SU1206_chr05	1000	2000	0
SU1206_chr05	2000	3000	0
SU1206_chr05	3000	4000	0
SU1206_chr05	4000	5000	0
SU1206_chr05	5000	6000	0
SU1206_chr05	6000	7000	1
SU1206_chr05	7000	8000	2
SU1206_chr05	8000	9000	1
SU1206_chr05	9000	10000	1
SU1206_chr05	10000	11000	0
SU1206_chr05	11000	12000	1
SU1206_chr05	12000	13000	1
SU1206_chr05	13000	14000	0
SU1206_chr05	14000	15000	0
SU1206_chr05	15000	16000	1
SU1206_chr05	16000	17000	1
SU1206_chr05	17000	18000	1
SU1206_chr05	18000	19000	1
SU1206_chr05	19000	20000	0
SU1206_chr05	20000	21000	0
SU1206_chr05	21000	22000	1
SU1206_chr05	22000	23000	1
SU1206_chr05	23000	24000	1
SU1206_chr05	24000	25000	2
SU1206_chr05	25000	26000	1
SU1206_chr05	26000	27000	1
SU1206_chr05	27000	28000	1
SU1206_chr05	28000	29000	1
SU1206_chr05	29000	30000	1
SU1206_chr05	30000	31000	1
SU1206_chr05	31000	32000	1
SU1206_chr05	32000	33000	1
SU1206_chr05	33000	34000	1
SU1206_chr05	34000	35000	2
SU1206_chr05	35000	36000	1
SU1206_chr05	36000	37000	2
SU1206_chr05	37000	38000	2
SU1206_chr05	38000	39000	1
SU1206_chr05	39000	40000	2
SU1206_chr05	40000	41000	1
SU1206_chr05	41000	42000	1
SU1206_chr05	42000	43000	2
SU1206_chr05	43000	44000	1
SU1206_chr05	44000	45000	1
SU1206_chr05	45000	46000	1
SU1206_chr05	46000	47000	1
SU1206_chr05	47000	48000	1
SU1206_chr05	48000	49000	1
SU1206_chr05	49000	50000	1
SU1206_chr05	50000	51000	1
SU1206_chr05	51000	52000	1
SU1206_chr05	52000	53000	2
SU1206_chr05	53000	54000	1
SU1206_chr05	54000	55000	1
SU1206_chr05	55000	56000	1
SU1206_chr05	56000	57000	0
SU1206_chr05	57000	58000	1
SU1206_chr05	58000	59000	1
SU1206_chr05	59000	60000	2
SU1206_chr05	60000	61000	1
SU1206_chr05	61000	62000	1
SU1206_chr05	62000	63000	1
SU1206_chr05	63000	64000	1
SU1206_chr05	64000	65000	1
SU1206_chr05	65000	66000	1
SU1206_chr05	66000	67000	1
SU1206_chr05	67000	68000	2
SU1206_chr05	68000	69000	1
SU1206_chr05	69000	70000	2
SU1206_chr05	70000	71000	1
SU1206_chr05	71000	72000	1
SU1206_chr05	72000	73000	1
SU1206_chr05	73000	74000	2
SU1206_chr05	74000	75000	2
SU1206_chr05	75000	76000	1
SU1206_chr05	76000	77000	2
SU1206_chr05	77000	78000	1
SU1206_chr05	78000	79000	1
SU1206_chr05	79000	80000	0
SU1206_chr05	80000	81000	1
SU1206_chr05	81000	82000	2
SU1206_chr05	82000	83000	3
SU1206_chr05	83000	84000	2
SU1206_chr05	84000	85000	2
SU1206_chr05	85000	86000	1
SU1206_chr05	86000	87000	0
SU1206_chr05	87000	88000	0
SU1206_chr05	88000	89000	0
SU1206_chr05	89000	90000	0
SU1206_chr05	90000	91000	0
SU1206_chr05	91000	92000	0
SU1206_chr05	92000	93000	0
SU1206_chr05	93000	94000	0
SU1206_chr05	94000	95000	0
SU1206_chr05	95000	96000	0
SU1206_chr05	96000	97000	0
SU1206_chr05	97000	98000	0
SU1206_chr05	98000	99000	0
SU1206_chr05	99000	100000	0
SU1206_chr05	100000	101000	0
SU1206_chr05	101000	102000	0
SU1206_chr05	102000	103000	0
SU1206_chr05	103000	104000	0
SU1206_chr05	104000	105000	0
SU1206_chr05	105000	106000	0
SU1206_chr05	106000	107000	0
SU1206_chr05	107000	108000	0
SU1206_chr05	108000	109000	0
SU1206_chr05	109000	110000	0
SU1206_chr05	110000	111000	0
SU1206_chr05	111000	112000	0
SU1206_chr05	112000	113000	0
SU1206_chr05	113000	114000	0
SU1206_chr05	114000	115000	0
SU1206_chr05	115000	116000	0
SU1206_chr05	116000	117000	0
SU1206_chr05	117000	118000	0
SU1206_chr05	118000	119000	0
SU1206_chr05	119000	120000	0
SU1206_chr05	120000	121000	0
SU1206_chr05	121000	122000	0
SU1206_chr05	122000	123000	0
SU1206_chr05	123000	124000	0
SU1206_chr05	124000	125000	0
SU1206_chr05	125000	126000	0
SU1206_chr05	126000	127000	0
SU1206_chr05	127000	128000	2
SU1206_chr05	128000	129000	1
SU1206_chr05	129000	130000	0
SU1206_chr05	130000	131000	2
SU1206_chr05	131000	132000	1
SU1206_chr05	132000	133000	2
SU1206_chr05	133000	134000	2
SU1206_chr05	134000	135000	1
SU1206_chr05	135000	136000	1
SU1206_chr05	136000	137000	1
SU1206_chr05	137000	138000	1
SU1206_chr05	138000	139000	1
SU1206_chr05	139000	140000	1
SU1206_chr05	140000	141000	1
SU1206_chr05	141000	142000	2
SU1206_chr05	142000	143000	2
SU1206_chr05	143000	144000	2
SU1206_chr05	144000	145000	1
SU1206_chr05	145000	146000	1
SU1206_chr05	146000	147000	1
SU1206_chr05	147000	148000	0
SU1206_chr05	148000	149000	1
SU1206_chr05	149000	150000	1
SU1206_chr05	150000	151000	1
SU1206_chr05	151000	152000	1
SU1206_chr05	152000	153000	1
SU1206_chr05	153000	154000	1
SU1206_chr05	154000	155000	1
SU1206_chr05	155000	156000	1
SU1206_chr05	156000	157000	1
SU1206_chr05	157000	158000	1
SU1206_chr05	158000	159000	2
SU1206_chr05	159000	160000	1
SU1206_chr05	160000	161000	0
SU1206_chr05	161000	162000	1
SU1206_chr05	162000	163000	2
SU1206_chr05	163000	164000	1
SU1206_chr05	164000	165000	1
SU1206_chr05	165000	166000	1
SU1206_chr05	166000	167000	1
SU1206_chr05	167000	168000	1
SU1206_chr05	168000	169000	2
SU1206_chr05	169000	170000	1
SU1206_chr05	170000	171000	1
SU1206_chr05	171000	172000	1
SU1206_chr05	172000	173000	1
SU1206_chr05	173000	174000	1
SU1206_chr05	174000	175000	1
SU1206_chr05	175000	176000	1
SU1206_chr05	176000	177000	1
SU1206_chr05	177000	178000	0
SU1206_chr05	178000	179000	1
SU1206_chr05	179000	180000	1
SU1206_chr05	180000	181000	1
SU1206_chr05	181000	182000	1
SU1206_chr05	182000	183000	1
SU1206_chr05	183000	184000	1
SU1206_chr05	184000	185000	1
SU1206_chr05	185000	186000	2
SU1206_chr05	186000	187000	1
SU1206_chr05	187000	188000	1
SU1206_chr05	188000	189000	1
SU1206_chr05	189000	190000	2
SU1206_chr05	190000	191000	1
SU1206_chr05	191000	192000	1
SU1206_chr05	192000	193000	2
SU1206_chr05	193000	194000	2
SU1206_chr05	194000	195000	1
SU1206_chr05	195000	196000	1
SU1206_chr05	196000	197000	1
SU1206_chr05	197000	198000	0
SU1206_chr05	198000	199000	0
SU1206_chr05	199000	200000	2
SU1206_chr05	200000	201000	1
SU1206_chr05	201000	202000	1
SU1206_chr05	202000	203000	1
SU1206_chr05	203000	204000	2
SU1206_chr05	204000	205000	1
SU1206_chr05	205000	206000	1
SU1206_chr05	206000	207000	1
SU1206_chr05	207000	208000	2
SU1206_chr05	208000	209000	1
SU1206_chr05	209000	210000	1
SU1206_chr05	210000	211000	2
SU1206_chr05	211000	212000	2
SU1206_chr05	212000	213000	1
SU1206_chr05	213000	214000	2
SU1206_chr05	214000	215000	1
SU1206_chr05	215000	216000	0
SU1206_chr05	216000	217000	0
SU1206_chr05	217000	218000	1
SU1206_chr05	218000	219000	1
SU1206_chr05	219000	220000	1
SU1206_chr05	220000	221000	1
SU1206_chr05	221000	222000	1
SU1206_chr05	222000	223000	1
SU1206_chr05	223000	224000	1
SU1206_chr05	224000	225000	1
SU1206_chr05	225000	226000	1
SU1206_chr05	226000	227000	1
SU1206_chr05	227000	228000	2
SU1206_chr05	228000	229000	1
SU1206_chr05	229000	230000	2
SU1206_chr05	230000	231000	2
SU1206_chr05	231000	232000	1
SU1206_chr05	232000	233000	1
SU1206_chr05	233000	234000	1
SU1206_chr05	234000	235000	1
SU1206_chr05	235000	236000	2
SU1206_chr05	236000	237000	1
SU1206_chr05	237000	238000	0
SU1206_chr05	238000	239000	1
SU1206_chr05	239000	240000	1
SU1206_chr05	240000	241000	0
SU1206_chr05	241000	242000	1
SU1206_chr05	242000	243000	1
SU1206_chr05	243000	244000	1
SU1206_chr05	244000	245000	1
SU1206_chr05	245000	246000	1
SU1206_chr05	246000	247000	1
SU1206_chr05	247000	248000	2
SU1206_chr05	248000	249000	1
SU1206_chr05	249000	250000	1
SU1206_chr05	250000	251000	1
SU1206_chr05	251000	252000	1
SU1206_chr05	252000	253000	1
SU1206_chr05	253000	254000	1
SU1206_chr05	254000	255000	1
SU1206_chr05	255000	256000	2
SU1206_chr05	256000	257000	2
SU1206_chr05	257000	258000	2
SU1206_chr05	258000	259000	2
SU1206_chr05	259000	260000	1
SU1206_chr05	260000	261000	2
SU1206_chr05	261000	262000	1
SU1206_chr05	262000	263000	2
SU1206_chr05	263000	264000	1
SU1206_chr05	264000	265000	2
SU1206_chr05	265000	266000	2
SU1206_chr05	266000	267000	1
SU1206_chr05	267000	268000	1
SU1206_chr05	268000	269000	2
SU1206_chr05	269000	270000	1
SU1206_chr05	270000	271000	1
SU1206_chr05	271000	272000	1
SU1206_chr05	272000	273000	2
SU1206_chr05	273000	274000	1
SU1206_chr05	274000	275000	1
SU1206_chr05	275000	276000	1
SU1206_chr05	276000	277000	1
SU1206_chr05	277000	278000	2
SU1206_chr05	278000	279000	2
SU1206_chr05	279000	280000	1
SU1206_chr05	280000	281000	1
SU1206_chr05	281000	282000	2
SU1206_chr05	282000	283000	1
SU1206_chr05	283000	284000	1
SU1206_chr05	284000	285000	1
SU1206_chr05	285000	286000	2
SU1206_chr05	286000	287000	2
SU1206_chr05	287000	288000	1
SU1206_chr05	288000	289000	1
SU1206_chr05	289000	290000	2
SU1206_chr05	290000	291000	2
SU1206_chr05	291000	292000	1
SU1206_chr05	292000	293000	2
SU1206_chr05	293000	294000	2
SU1206_chr05	294000	295000	1
SU1206_chr05	295000	296000	1
SU1206_chr05	296000	297000	1
SU1206_chr05	297000	298000	1
SU1206_chr05	298000	299000	2
SU1206_chr05	299000	300000	2
SU1206_chr05	300000	301000	1
SU1206_chr05	301000	302000	1
SU1206_chr05	302000	303000	1
SU1206_chr05	303000	304000	2
SU1206_chr05	304000	305000	1
SU1206_chr05	305000	306000	1
SU1206_chr05	306000	307000	0
SU1206_chr05	307000	308000	2
SU1206_chr05	308000	309000	1
SU1206_chr05	309000	310000	1
SU1206_chr05	310000	311000	2
SU1206_chr05	311000	312000	1
SU1206_chr05	312000	313000	1
SU1206_chr05	313000	314000	1
SU1206_chr05	314000	315000	2
SU1206_chr05	315000	316000	1
SU1206_chr05	316000	317000	1
SU1206_chr05	317000	318000	2
SU1206_chr05	318000	319000	1
SU1206_chr05	319000	320000	2
SU1206_chr05	320000	321000	1
SU1206_chr05	321000	322000	1
SU1206_chr05	322000	323000	1
SU1206_chr05	323000	324000	0
SU1206_chr05	324000	325000	0
SU1206_chr05	325000	326000	1
SU1206_chr05	326000	327000	1
SU1206_chr05	327000	328000	0
SU1206_chr05	328000	329000	1
SU1206_chr05	329000	330000	1
SU1206_chr05	330000	331000	0
SU1206_chr05	331000	332000	0
SU1206_chr05	332000	333000	1
SU1206_chr05	333000	334000	1
SU1206_chr05	334000	335000	1
SU1206_chr05	335000	336000	2
SU1206_chr05	336000	337000	1
SU1206_chr05	337000	338000	1
SU1206_chr05	338000	339000	1
SU1206_chr05	339000	340000	1
SU1206_chr05	340000	341000	1
SU1206_chr05	341000	342000	2
SU1206_chr05	342000	343000	1
SU1206_chr05	343000	344000	1
SU1206_chr05	344000	345000	0
SU1206_chr05	345000	346000	1
SU1206_chr05	346000	347000	2
SU1206_chr05	347000	348000	1
SU1206_chr05	348000	349000	1
SU1206_chr05	349000	350000	1
SU1206_chr05	350000	351000	1
SU1206_chr05	351000	352000	0
SU1206_chr05	352000	353000	0
SU1206_chr05	353000	354000	1
SU1206_chr05	354000	355000	1
SU1206_chr05	355000	356000	1
SU1206_chr05	356000	357000	2
SU1206_chr05	357000	358000	1
SU1206_chr05	358000	359000	1
SU1206_chr05	359000	360000	1
SU1206_chr05	360000	361000	1
SU1206_chr05	361000	362000	1
SU1206_chr05	362000	363000	1
SU1206_chr05	363000	364000	1
SU1206_chr05	364000	365000	1
SU1206_chr05	365000	366000	2
SU1206_chr05	366000	367000	2
SU1206_chr05	367000	368000	2
SU1206_chr05	368000	369000	1
SU1206_chr05	369000	370000	1
SU1206_chr05	370000	371000	1
SU1206_chr05	371000	372000	2
SU1206_chr05	372000	373000	1
SU1206_chr05	373000	374000	1
SU1206_chr05	374000	375000	1
SU1206_chr05	375000	376000	1
SU1206_chr05	376000	377000	1
SU1206_chr05	377000	378000	1
SU1206_chr05	378000	379000	2
SU1206_chr05	379000	380000	1
SU1206_chr05	380000	381000	2
SU1206_chr05	381000	382000	2
SU1206_chr05	382000	383000	1
SU1206_chr05	383000	384000	1
SU1206_chr05	384000	385000	1
SU1206_chr05	385000	386000	2
SU1206_chr05	386000	387000	1
SU1206_chr05	387000	388000	2
SU1206_chr05	388000	389000	2
SU1206_chr05	389000	390000	2
SU1206_chr05	390000	391000	1
SU1206_chr05	391000	392000	1
SU1206_chr05	392000	393000	1
SU1206_chr05	393000	394000	1
SU1206_chr05	394000	395000	2
SU1206_chr05	395000	396000	1
SU1206_chr05	396000	397000	1
SU1206_chr05	397000	398000	1
SU1206_chr05	398000	399000	1
SU1206_chr05	399000	400000	1
SU1206_chr05	400000	401000	1
SU1206_chr05	401000	402000	2
SU1206_chr05	402000	403000	1
SU1206_chr05	403000	404000	1
SU1206_chr05	404000	405000	2
SU1206_chr05	405000	406000	1
SU1206_chr05	406000	407000	1
SU1206_chr05	407000	408000	1
SU1206_chr05	408000	409000	1
SU1206_chr05	409000	410000	2
SU1206_chr05	410000	411000	1
SU1206_chr05	411000	412000	1
SU1206_chr05	412000	413000	1
SU1206_chr05	413000	414000	1
SU1206_chr05	414000	415000	1
SU1206_chr05	415000	416000	0
SU1206_chr05	416000	417000	1
SU1206_chr05	417000	418000	1
SU1206_chr05	418000	419000	1
SU1206_chr05	419000	420000	2
SU1206_chr05	420000	421000	2
SU1206_chr05	421000	422000	2
SU1206_chr05	422000	423000	1
SU1206_chr05	423000	424000	1
SU1206_chr05	424000	425000	1
SU1206_chr05	425000	426000	2
SU1206_chr05	426000	427000	1
SU1206_chr05	427000	428000	1
SU1206_chr05	428000	429000	1
SU1206_chr05	429000	430000	1
SU1206_chr05	430000	431000	1
SU1206_chr05	431000	432000	1
SU1206_chr05	432000	433000	1
SU1206_chr05	433000	434000	2
SU1206_chr05	434000	435000	2
SU1206_chr05	435000	436000	1
SU1206_chr05	436000	437000	2
SU1206_chr05	437000	438000	1
SU1206_chr05	438000	439000	1
SU1206_chr05	439000	440000	1
SU1206_chr05	440000	441000	1
SU1206_chr05	441000	442000	1
SU1206_chr05	442000	443000	1
SU1206_chr05	443000	444000	1
SU1206_chr05	444000	445000	1
SU1206_chr05	445000	446000	1
SU1206_chr05	446000	447000	1
SU1206_chr05	447000	448000	1
SU1206_chr05	448000	449000	1
SU1206_chr05	449000	450000	2
SU1206_chr05	450000	451000	1
SU1206_chr05	451000	452000	1
SU1206_chr05	452000	453000	1
SU1206_chr05	453000	454000	1
SU1206_chr05	454000	455000	1
SU1206_chr05	455000	456000	2
SU1206_chr05	456000	457000	1
SU1206_chr05	457000	458000	1
SU1206_chr05	458000	459000	1
SU1206_chr05	459000	460000	2
SU1206_chr05	460000	461000	1
SU1206_chr05	461000	462000	1
SU1206_chr05	462000	463000	2
SU1206_chr05	463000	464000	1
SU1206_chr05	464000	465000	1
SU1206_chr05	465000	466000	1
SU1206_chr05	466000	467000	1
SU1206_chr05	467000	468000	1
SU1206_chr05	468000	469000	1
SU1206_chr05	469000	470000	1
SU1206_chr05	470000	471000	1
SU1206_chr05	471000	472000	1
SU1206_chr05	472000	473000	1
SU1206_chr05	473000	474000	1
SU1206_chr05	474000	475000	1
SU1206_chr05	475000	476000	2
SU1206_chr05	476000	477000	1
SU1206_chr05	477000	478000	1
SU1206_chr05	478000	479000	1
SU1206_chr05	479000	480000	1
SU1206_chr05	480000	481000	1
SU1206_chr05	481000	482000	1
SU1206_chr05	482000	483000	1
SU1206_chr05	483000	484000	1
SU1206_chr05	484000	485000	0
SU1206_chr05	485000	486000	1
SU1206_chr05	486000	487000	1
SU1206_chr05	487000	488000	1
SU1206_chr05	488000	489000	1
SU1206_chr05	489000	490000	1
SU1206_chr05	490000	491000	1
SU1206_chr05	491000	492000	1
SU1206_chr05	492000	493000	0
SU1206_chr05	493000	494000	1
SU1206_chr05	494000	495000	1
SU1206_chr05	495000	496000	2
SU1206_chr05	496000	497000	2
SU1206_chr05	497000	498000	1
SU1206_chr05	498000	499000	1
SU1206_chr05	499000	500000	1
SU1206_chr05	500000	501000	0
SU1206_chr05	501000	502000	1
SU1206_chr05	502000	503000	1
SU1206_chr05	503000	504000	1
SU1206_chr05	504000	505000	0
SU1206_chr05	505000	506000	1
SU1206_chr05	506000	507000	2
SU1206_chr05	507000	508000	0
SU1206_chr05	508000	509000	1
SU1206_chr05	509000	510000	2
SU1206_chr05	510000	511000	1
SU1206_chr05	511000	512000	2
SU1206_chr05	512000	513000	1
SU1206_chr05	513000	514000	1
SU1206_chr05	514000	515000	1
SU1206_chr05	515000	516000	2
SU1206_chr05	516000	517000	1
SU1206_chr05	517000	518000	1
SU1206_chr05	518000	519000	2
SU1206_chr05	519000	520000	1
SU1206_chr05	520000	521000	2
SU1206_chr05	521000	522000	1
SU1206_chr05	522000	523000	1
SU1206_chr05	523000	524000	1
SU1206_chr05	524000	525000	1
SU1206_chr05	525000	526000	1
SU1206_chr05	526000	527000	1
SU1206_chr05	527000	528000	0
SU1206_chr05	528000	529000	1
SU1206_chr05	529000	530000	1
SU1206_chr05	530000	531000	1
SU1206_chr05	531000	532000	1
SU1206_chr05	532000	533000	2
SU1206_chr05	533000	534000	1
SU1206_chr05	534000	535000	1
SU1206_chr05	535000	536000	1
SU1206_chr05	536000	537000	1
SU1206_chr05	537000	538000	1
SU1206_chr05	538000	539000	1
SU1206_chr05	539000	540000	2
SU1206_chr05	540000	541000	2
SU1206_chr05	541000	542000	2
SU1206_chr05	542000	543000	1
SU1206_chr05	543000	544000	1
SU1206_chr05	544000	545000	1
SU1206_chr05	545000	546000	1
SU1206_chr05	546000	547000	0
SU1206_chr05	547000	548000	0
SU1206_chr05	548000	549000	1
SU1206_chr05	549000	550000	1
SU1206_chr05	550000	551000	1
SU1206_chr05	551000	552000	1
SU1206_chr05	552000	553000	0
SU1206_chr05	553000	554000	1
SU1206_chr05	554000	555000	2
SU1206_chr05	555000	556000	1
SU1206_chr05	556000	557000	2
SU1206_chr05	557000	558000	1
SU1206_chr05	558000	559000	0
SU1206_chr05	559000	560000	1
SU1206_chr05	560000	561000	1
SU1206_chr05	561000	562000	1
SU1206_chr05	562000	563000	1
SU1206_chr05	563000	564000	1
SU1206_chr05	564000	565000	1
SU1206_chr05	565000	566000	1
SU1206_chr05	566000	567000	1
SU1206_chr05	567000	568000	1
SU1206_chr05	568000	569000	1
SU1206_chr05	569000	570000	1
SU1206_chr05	570000	571000	1
SU1206_chr05	571000	572000	2
SU1206_chr05	572000	573000	1
SU1206_chr05	573000	574000	1
SU1206_chr05	574000	575000	2
SU1206_chr05	575000	576000	1
SU1206_chr05	576000	577000	1
SU1206_chr05	577000	578000	1
SU1206_chr05	578000	579000	1
SU1206_chr05	579000	580000	2
SU1206_chr05	580000	581000	2
SU1206_chr05	581000	582000	1
SU1206_chr05	582000	583000	1
SU1206_chr05	583000	584000	2
SU1206_chr05	584000	585000	1
SU1206_chr05	585000	586000	1
SU1206_chr05	586000	587000	1
SU1206_chr05	587000	588000	1
SU1206_chr05	588000	589000	1
SU1206_chr05	589000	590000	1
SU1206_chr05	590000	591000	1
SU1206_chr05	591000	592000	1
SU1206_chr05	592000	593000	2
SU1206_chr05	593000	594000	1
SU1206_chr05	594000	595000	1
SU1206_chr05	595000	596000	1
SU1206_chr05	596000	597000	1
SU1206_chr05	597000	598000	1
SU1206_chr05	598000	599000	1
SU1206_chr05	599000	600000	2
SU1206_chr05	600000	601000	2
SU1206_chr05	601000	602000	1
SU1206_chr05	602000	603000	2
SU1206_chr05	603000	604000	2
SU1206_chr05	604000	605000	2
SU1206_chr05	605000	606000	1
SU1206_chr05	606000	607000	1
SU1206_chr05	607000	608000	2
SU1206_chr05	608000	609000	1
SU1206_chr05	609000	610000	0
SU1206_chr05	610000	611000	0
SU1206_chr05	611000	612000	1
SU1206_chr05	612000	613000	1
SU1206_chr05	613000	614000	1
SU1206_chr05	614000	615000	1
SU1206_chr05	615000	616000	1
SU1206_chr05	616000	617000	0
SU1206_chr05	617000	618000	1
SU1206_chr05	618000	619000	2
SU1206_chr05	619000	620000	1
SU1206_chr05	620000	621000	1
SU1206_chr05	621000	622000	1
SU1206_chr05	622000	623000	1
SU1206_chr05	623000	624000	1
SU1206_chr05	624000	625000	1
SU1206_chr05	625000	626000	1
SU1206_chr05	626000	627000	0
SU1206_chr05	627000	628000	1
SU1206_chr05	628000	629000	1
SU1206_chr05	629000	630000	1
SU1206_chr05	630000	631000	1
